step,moves,tau,entropy,gini,drift
1,14,0.485709,1.144636,0.497845,0.296523
2,2,0.582854,0.990681,0.436460,0.198106
3,1,0.622781,0.897468,0.397397,0.127570
4,0,0.643737,0.832446,0.369995,0.087675
5,0,0.655710,0.798927,0.355531,0.066834
6,0,0.662810,0.763307,0.340695,0.049044
7,0,0.666988,0.745117,0.332324,0.036270
8,0,0.670468,0.736627,0.329114,0.026823
9,0,0.672622,0.728299,0.325456,0.024185
10,0,0.674383,0.713236,0.318751,0.019905
11,0,0.676083,0.705875,0.315678,0.014942
12,0,0.677247,0.700395,0.313659,0.009645
13,0,0.677705,0.698389,0.312859,0.008824
14,0,0.678162,0.695663,0.311900,0.007406
15,0,0.678639,0.693638,0.311060,0.006113
16,0,0.678920,0.693356,0.310933,0.005647
