step,moves,tau,entropy,gini,drift
1,12,0.374195,1.102988,0.484178,0.295303
2,3,0.517136,0.951421,0.425532,0.192617
3,0,0.572692,0.839065,0.378438,0.136258
4,0,0.610233,0.770964,0.349834,0.096808
5,0,0.629801,0.724255,0.329874,0.063295
6,0,0.638595,0.703741,0.320655,0.052441
7,0,0.645218,0.692176,0.316916,0.033862
8,0,0.649382,0.686327,0.315096,0.030215
9,0,0.652404,0.678932,0.310696,0.019110
10,0,0.654099,0.678932,0.310696,0.016941
11,0,0.655315,0.680514,0.310139,0.023545
12,0,0.657655,0.663357,0.302938,0.015256
13,0,0.659411,0.644274,0.296516,0.015300
14,0,0.661358,0.639394,0.293774,0.011998
15,0,0.663195,0.635535,0.291571,0.007552
16,0,0.663372,0.635010,0.291026,0.006300
