step,moves,tau,entropy,gini,drift
1,16,0.386273,1.091620,0.483076,0.337693
2,3,0.511940,0.813902,0.368981,0.213109
3,2,0.557780,0.651694,0.298326,0.155381
4,1,0.585439,0.507670,0.234981,0.104886
5,2,0.606833,0.461844,0.215080,0.075138
6,3,0.621274,0.394163,0.183694,0.062415
7,0,0.633817,0.363631,0.169402,0.043027
8,2,0.643343,0.330334,0.154430,0.037953
9,2,0.650035,0.310181,0.145226,0.037934
10,0,0.658533,0.310181,0.145226,0.024015
11,0,0.662477,0.303725,0.141976,0.020234
12,0,0.665754,0.303725,0.141976,0.016222
13,1,0.667070,0.287103,0.134422,0.018741
14,0,0.670107,0.287103,0.134422,0.012961
15,0,0.671752,0.287103,0.134422,0.010455
16,0,0.672886,0.283729,0.132729,0.010914
