step,moves,tau,entropy,gini,drift
1,2714,0.135631,0.827333,0.372393,0.271053
2,1639,0.324447,0.517711,0.237727,0.219264
3,521,0.455251,0.405178,0.186317,0.154675
4,199,0.531577,0.347167,0.160004,0.113091
5,131,0.569265,0.318357,0.147184,0.090623
6,123,0.594511,0.299695,0.138389,0.073673
7,99,0.614537,0.283846,0.131340,0.063469
8,92,0.631263,0.269697,0.124844,0.054771
9,87,0.645179,0.259599,0.120283,0.050158
10,74,0.657691,0.247746,0.114870,0.044185
11,72,0.668675,0.239982,0.111316,0.038962
12,72,0.679807,0.232249,0.107821,0.033100
13,64,0.688192,0.226669,0.105337,0.026572
14,66,0.694268,0.221173,0.102779,0.022753
15,70,0.698613,0.213505,0.099202,0.021491
16,58,0.702213,0.209798,0.097508,0.019285
