step,moves,tau,entropy,gini,drift
1,864,0.250000,1.053931,0.464922,0.000000
2,978,0.428571,0.671601,0.306158,0.000000
3,881,0.625000,0.536148,0.237233,0.000000
4,929,0.750000,0.602970,0.262750,0.000000
5,968,0.714286,0.522901,0.229433,0.000000
6,976,0.750000,0.531279,0.231539,0.000000
7,874,0.714286,0.419904,0.185203,0.000000
8,966,0.833333,0.536096,0.232745,0.000000
9,931,0.714286,0.403258,0.177018,0.000000
10,923,0.833333,0.461410,0.202125,0.000000
11,966,0.800000,0.432280,0.189335,0.000000
12,982,0.833333,0.483850,0.210607,0.000000
13,933,0.750000,0.414595,0.181714,0.000000
14,950,0.833333,0.467241,0.203454,0.000000
15,903,0.750000,0.378471,0.166031,0.000000
16,874,0.833333,0.415815,0.181371,0.000000
