step,moves,tau,entropy,gini,drift
1,1730,0.135874,0.847783,0.380731,0.268442
2,1017,0.317907,0.549228,0.251781,0.218236
3,374,0.444184,0.431743,0.198031,0.157549
4,132,0.522743,0.369879,0.170371,0.112474
5,87,0.561043,0.335666,0.154647,0.092880
6,60,0.588424,0.310383,0.143196,0.075790
7,45,0.609868,0.295780,0.136725,0.062485
8,42,0.626512,0.282284,0.130558,0.054732
9,38,0.640596,0.275072,0.127342,0.046708
10,43,0.651652,0.265266,0.122706,0.041640
11,40,0.661926,0.252471,0.117074,0.036986
12,39,0.671209,0.242803,0.112546,0.033893
13,37,0.679939,0.233627,0.108335,0.029585
14,36,0.687674,0.226567,0.104963,0.024643
15,29,0.693586,0.220085,0.102078,0.021613
16,26,0.698408,0.213991,0.099185,0.020087
