step,moves,tau,entropy,gini,drift
1,2988,0.272909,0.960510,0.425465,0.368430
2,942,0.445582,0.681158,0.308700,0.239521
3,263,0.536056,0.502917,0.230275,0.150464
4,174,0.588107,0.416127,0.191488,0.096288
5,143,0.615758,0.376553,0.173779,0.070031
6,131,0.632581,0.345696,0.159786,0.056124
7,110,0.644464,0.324647,0.150236,0.047603
8,116,0.653103,0.305158,0.141383,0.042694
9,100,0.660453,0.289686,0.134322,0.040344
10,96,0.666679,0.273980,0.127144,0.038607
11,91,0.672282,0.259670,0.120731,0.038882
12,84,0.677513,0.246236,0.114471,0.037926
