step,moves,tau,entropy,gini,drift
1,167,0.377483,1.064907,0.466501,0.336843
2,30,0.499600,0.807519,0.364249,0.210383
3,16,0.551786,0.628613,0.286211,0.150032
4,26,0.583218,0.532958,0.243382,0.102682
5,17,0.604863,0.481563,0.220442,0.071124
6,19,0.617890,0.445565,0.204257,0.058569
7,20,0.626817,0.421512,0.193798,0.049122
8,6,0.635047,0.402256,0.185157,0.038516
9,9,0.640807,0.388096,0.178977,0.033963
10,6,0.645417,0.376850,0.174070,0.029412
11,9,0.649369,0.364328,0.168527,0.026065
12,8,0.652479,0.354353,0.163974,0.024704
13,7,0.656656,0.347321,0.160921,0.021400
14,6,0.659604,0.342127,0.158659,0.019923
15,4,0.662288,0.333362,0.154870,0.016927
16,9,0.663450,0.327199,0.152210,0.016437
