step,moves,tau,entropy,gini,drift
1,2365,0.149654,0.907178,0.402296,0.314643
2,938,0.331444,0.634576,0.287087,0.232472
3,221,0.466331,0.499938,0.228135,0.156203
4,51,0.538438,0.443103,0.203364,0.112562
5,13,0.578582,0.418432,0.192542,0.088072
6,13,0.605718,0.395246,0.182140,0.069099
7,2,0.625762,0.376374,0.173691,0.055710
8,1,0.640331,0.358043,0.165537,0.044123
9,3,0.650657,0.346844,0.160438,0.036732
10,0,0.658904,0.338729,0.156745,0.031169
11,4,0.665037,0.330741,0.153128,0.025447
12,0,0.669947,0.323468,0.150035,0.021793
13,2,0.673638,0.318539,0.147848,0.019025
14,3,0.676876,0.315088,0.146117,0.017137
15,0,0.679524,0.312182,0.144836,0.015097
16,0,0.681755,0.308847,0.143307,0.012954
