step,moves,tau,entropy,gini,drift
1,2989,0.271774,0.962829,0.426459,0.368093
2,953,0.443957,0.698957,0.316606,0.235892
3,351,0.530495,0.521857,0.238610,0.154756
4,204,0.584437,0.432416,0.198653,0.099012
5,159,0.611907,0.388368,0.178847,0.071349
6,149,0.629156,0.357120,0.164891,0.057174
7,116,0.641228,0.336844,0.155727,0.047891
8,99,0.649946,0.320738,0.148493,0.041347
9,92,0.656843,0.306844,0.142227,0.037229
10,92,0.662495,0.294539,0.136665,0.035835
11,81,0.667810,0.282525,0.131265,0.033893
12,70,0.672410,0.273501,0.127174,0.032400
