step,moves,tau,entropy,gini,drift
1,4795,0.250000,1.075929,0.472457,0.000000
2,5310,0.428571,0.700349,0.317726,0.000000
3,5036,0.625000,0.561957,0.248130,0.000000
4,4716,0.714286,0.544914,0.237425,0.000000
5,5235,0.750000,0.556835,0.242109,0.000000
6,4925,0.714286,0.444431,0.194392,0.000000
7,5277,0.833333,0.548533,0.237675,0.000000
8,4970,0.714286,0.397262,0.174468,0.000000
9,4869,0.833333,0.475558,0.206818,0.000000
10,5294,0.800000,0.470956,0.205053,0.000000
11,5278,0.800000,0.450580,0.196429,0.000000
12,5037,0.800000,0.427476,0.186398,0.000000
