step,moves,tau,entropy,gini,drift
1,114,0.357324,1.109962,0.483336,0.320439
2,5,0.500133,0.938795,0.415094,0.205808
3,2,0.568384,0.801343,0.358093,0.139866
4,2,0.604418,0.727644,0.327299,0.097735
5,1,0.625298,0.683476,0.308104,0.070209
6,1,0.637778,0.658500,0.297444,0.053720
7,0,0.646031,0.643765,0.291162,0.040773
8,0,0.651813,0.631363,0.285772,0.034668
9,0,0.655767,0.617550,0.279748,0.027011
10,2,0.659225,0.610475,0.276607,0.022604
11,0,0.661698,0.603180,0.273340,0.019340
12,1,0.663414,0.596077,0.270014,0.016773
13,0,0.665033,0.593737,0.269020,0.012713
14,0,0.666572,0.590326,0.267355,0.010902
15,0,0.667484,0.589072,0.266797,0.008285
16,0,0.668144,0.587594,0.266075,0.006701
