step,moves,tau,entropy,gini,drift
1,414,0.131173,0.850850,0.379285,0.275314
2,252,0.306594,0.557139,0.252686,0.219954
3,102,0.436947,0.422584,0.193531,0.156456
4,49,0.515618,0.366620,0.168225,0.114402
5,33,0.557473,0.325413,0.149750,0.099261
6,18,0.589051,0.309020,0.142354,0.080043
7,13,0.610253,0.287697,0.132910,0.067368
8,13,0.627969,0.282674,0.130358,0.057571
9,13,0.641110,0.271643,0.125468,0.051068
10,15,0.654804,0.263143,0.121377,0.044519
11,12,0.665520,0.245742,0.113476,0.038927
12,12,0.675400,0.237325,0.109384,0.035736
13,12,0.685096,0.220098,0.101913,0.031162
14,11,0.692574,0.211405,0.097935,0.027308
15,9,0.698694,0.203932,0.094846,0.023286
16,11,0.703291,0.202291,0.093827,0.021844
