step,moves,tau,entropy,gini,drift
1,567,0.377644,1.031608,0.454720,0.349761
2,123,0.507689,0.775697,0.350922,0.213640
3,88,0.560611,0.590032,0.269008,0.155429
4,73,0.594336,0.475471,0.217924,0.108324
5,77,0.618187,0.420475,0.193470,0.077056
6,56,0.634178,0.386421,0.178184,0.059465
7,55,0.644634,0.357792,0.165557,0.049136
8,63,0.653609,0.335069,0.155285,0.043628
9,48,0.661244,0.313584,0.145661,0.039221
10,35,0.667942,0.300716,0.139894,0.033451
11,43,0.673492,0.283782,0.131993,0.031692
12,45,0.678382,0.270843,0.126040,0.032104
13,31,0.683344,0.257645,0.120129,0.030208
14,22,0.687496,0.247154,0.115399,0.028446
15,34,0.691432,0.235298,0.109970,0.027905
16,28,0.694423,0.225907,0.105739,0.028314
