step,moves,tau,entropy,gini,drift
1,68,0.485333,1.130066,0.493104,0.300239
2,8,0.579857,0.973036,0.431127,0.191879
3,2,0.619173,0.870216,0.387958,0.127490
4,3,0.640936,0.814859,0.364458,0.088304
5,1,0.652894,0.782444,0.350195,0.063622
6,2,0.660127,0.755820,0.338378,0.048772
7,1,0.665064,0.741271,0.331978,0.037209
8,0,0.668613,0.729584,0.326826,0.029342
9,0,0.671137,0.722087,0.323476,0.021785
10,0,0.672887,0.718252,0.321878,0.017070
11,0,0.674170,0.713401,0.319764,0.014699
12,0,0.675227,0.709302,0.317946,0.011928
13,1,0.675897,0.706177,0.316583,0.009741
14,1,0.676565,0.704218,0.315771,0.008444
15,0,0.677157,0.701927,0.314836,0.006990
16,0,0.677603,0.700777,0.314367,0.006121
