step,moves,tau,entropy,gini,drift
1,3,0.497666,1.137906,0.497161,0.306053
2,2,0.591032,0.988100,0.438379,0.186173
3,1,0.625359,0.870078,0.390835,0.130904
4,0,0.644740,0.814356,0.365941,0.091775
5,0,0.657442,0.789724,0.354347,0.064423
6,0,0.663777,0.768958,0.346556,0.044645
7,0,0.667944,0.744783,0.335489,0.034107
8,0,0.670473,0.733361,0.330179,0.023645
9,0,0.672489,0.736081,0.331271,0.016781
10,0,0.673227,0.725479,0.327544,0.014078
11,0,0.674612,0.725803,0.327978,0.007384
12,0,0.674993,0.725803,0.327978,0.005108
13,0,0.675207,0.725803,0.327978,0.005213
14,0,0.675728,0.725803,0.327978,0.003272
15,0,0.675801,0.725803,0.327978,0.004883
16,0,0.675948,0.725803,0.327978,0.005115
