step,moves,tau,entropy,gini,drift
1,1481,0.147622,0.920543,0.408342,0.313408
2,563,0.326256,0.667892,0.302026,0.230927
3,131,0.458243,0.538196,0.245337,0.154982
4,24,0.531234,0.481560,0.221007,0.111308
5,6,0.571064,0.450672,0.207992,0.087575
6,2,0.598385,0.430836,0.199220,0.068073
7,1,0.618392,0.418499,0.193715,0.054726
8,2,0.632952,0.401178,0.186245,0.043732
9,1,0.643189,0.391840,0.181789,0.036091
10,0,0.650634,0.382538,0.177438,0.030528
11,0,0.656332,0.373262,0.172887,0.024766
12,0,0.661029,0.363587,0.168423,0.021683
13,1,0.664611,0.354850,0.164419,0.019127
14,0,0.667870,0.351188,0.162769,0.016748
15,2,0.670472,0.345237,0.160206,0.014347
16,1,0.672453,0.342814,0.159111,0.014051
