step,moves,tau,entropy,gini,drift
1,31,0.369895,1.113571,0.486772,0.304007
2,3,0.508829,0.942629,0.418633,0.205312
3,2,0.576175,0.801328,0.358507,0.138129
4,1,0.611657,0.719070,0.323899,0.093678
5,2,0.631405,0.676021,0.305231,0.068659
6,1,0.642536,0.639573,0.289063,0.052903
7,0,0.650350,0.597284,0.271500,0.044152
8,0,0.656449,0.592434,0.269108,0.034902
9,1,0.660916,0.579326,0.263365,0.029007
10,0,0.664846,0.564586,0.256350,0.022561
11,0,0.667325,0.562109,0.255468,0.019645
12,0,0.669425,0.560978,0.254963,0.015869
13,0,0.670946,0.549731,0.249820,0.013963
14,0,0.672429,0.545834,0.248131,0.010779
15,0,0.673463,0.539758,0.245322,0.010689
16,0,0.674515,0.537380,0.244300,0.010685
