step,moves,tau,entropy,gini,drift
1,3501,0.250000,1.064959,0.468968,0.000000
2,3695,0.428571,0.692268,0.314721,0.000000
3,3696,0.625000,0.539620,0.238861,0.000000
4,3775,0.750000,0.607193,0.263176,0.000000
5,3855,0.714286,0.514226,0.224628,0.000000
6,3712,0.750000,0.494063,0.216044,0.000000
7,3590,0.750000,0.446599,0.195833,0.000000
8,3611,0.800000,0.475237,0.206853,0.000000
9,3872,0.800000,0.488983,0.212944,0.000000
10,3630,0.750000,0.404921,0.177812,0.000000
11,3665,0.833333,0.457886,0.198720,0.000000
12,3765,0.800000,0.430769,0.188118,0.000000
