step,moves,tau,entropy,gini,drift
1,778,0.361353,1.095821,0.479520,0.325612
2,46,0.502574,0.916920,0.408319,0.202488
3,9,0.569943,0.784665,0.352493,0.137767
4,0,0.605855,0.709067,0.319944,0.094719
5,1,0.625724,0.666394,0.301348,0.068724
6,3,0.637729,0.637941,0.288972,0.051572
7,1,0.645384,0.619993,0.281159,0.039997
8,1,0.650909,0.606713,0.275237,0.031677
9,1,0.655029,0.595836,0.270558,0.026526
10,0,0.658102,0.588022,0.267237,0.021910
11,1,0.660535,0.581073,0.264159,0.018288
12,0,0.662487,0.575482,0.261833,0.015541
