step,moves,tau,entropy,gini,drift
1,770,0.152899,0.935252,0.415105,0.312662
2,255,0.334230,0.697900,0.314094,0.226302
3,52,0.462318,0.574017,0.261058,0.150200
4,5,0.533537,0.521086,0.238308,0.110884
5,0,0.572182,0.478920,0.220448,0.086964
6,1,0.599822,0.438404,0.203011,0.067217
7,0,0.618945,0.420274,0.195118,0.054284
8,0,0.633174,0.405593,0.188430,0.043847
9,2,0.642861,0.395999,0.184174,0.036537
10,1,0.650147,0.387867,0.180353,0.029572
11,0,0.656353,0.382761,0.178115,0.024872
12,0,0.660892,0.377863,0.175785,0.021533
13,0,0.664841,0.373854,0.173913,0.018316
14,1,0.667666,0.367967,0.171051,0.016320
15,0,0.669751,0.364194,0.169325,0.014004
16,0,0.671937,0.363103,0.168993,0.011784
