step,moves,tau,entropy,gini,drift
1,806,0.357947,1.106523,0.483350,0.324824
2,49,0.500095,0.927304,0.410936,0.204325
3,9,0.568716,0.790657,0.353182,0.139533
4,2,0.605584,0.710957,0.319439,0.095595
5,5,0.625466,0.660823,0.298235,0.070372
6,2,0.637392,0.632073,0.285872,0.053724
7,1,0.646101,0.614525,0.278092,0.041199
8,1,0.651870,0.602647,0.272862,0.032236
9,0,0.655959,0.590886,0.267855,0.026309
10,5,0.659151,0.580803,0.263615,0.022508
11,0,0.661644,0.575659,0.261397,0.018731
12,0,0.663596,0.570342,0.259056,0.015772
