step,moves,tau,entropy,gini,drift
1,2370,0.146605,0.922663,0.408903,0.313645
2,955,0.326897,0.658552,0.297140,0.233555
3,228,0.458209,0.524071,0.238694,0.156917
4,44,0.531947,0.466017,0.213567,0.111689
5,8,0.571837,0.434453,0.199685,0.088165
6,4,0.599571,0.416301,0.191827,0.068350
7,1,0.619218,0.395740,0.182698,0.054203
8,1,0.633223,0.382086,0.176660,0.045412
9,1,0.643838,0.369803,0.171006,0.036418
10,0,0.651821,0.360373,0.166793,0.030609
11,4,0.658054,0.353115,0.163734,0.025481
12,2,0.662856,0.347266,0.161229,0.022160
13,1,0.666565,0.341727,0.158818,0.019795
14,1,0.669843,0.338309,0.157183,0.017147
15,2,0.672562,0.333363,0.154864,0.015347
16,1,0.674866,0.330929,0.153690,0.013010
