step,moves,tau,entropy,gini,drift
1,338,0.200000,1.090385,0.479503,0.000000
2,416,0.400000,0.749158,0.338458,0.000000
3,404,0.600000,0.471571,0.212319,0.000000
4,378,0.750000,0.530473,0.232303,0.000000
5,418,0.750000,0.498527,0.220457,0.000000
6,427,0.750000,0.457056,0.199936,0.000000
7,415,0.800000,0.458469,0.200030,0.000000
8,413,0.800000,0.441885,0.194545,0.000000
9,413,0.800000,0.424588,0.186315,0.000000
10,397,0.800000,0.388864,0.171080,0.000000
11,402,0.833333,0.416226,0.182307,0.000000
12,425,0.833333,0.425894,0.185677,0.000000
13,420,0.833333,0.437703,0.191705,0.000000
14,396,0.800000,0.388039,0.169338,0.000000
15,388,0.833333,0.398625,0.174473,0.000000
16,409,0.833333,0.398853,0.174354,0.000000
