step,moves,tau,entropy,gini,drift
1,61,0.165762,0.989574,0.437647,0.295792
2,14,0.332216,0.839447,0.373132,0.202483
3,2,0.440820,0.721085,0.326961,0.146933
4,0,0.510601,0.645987,0.296708,0.109472
5,0,0.550444,0.585589,0.270413,0.085814
6,0,0.579858,0.567751,0.262478,0.067863
7,0,0.598883,0.560583,0.259569,0.052388
8,0,0.610014,0.555013,0.257258,0.044525
9,0,0.619945,0.544034,0.251955,0.033343
10,0,0.628145,0.534524,0.249686,0.031803
11,0,0.635823,0.512935,0.240423,0.025047
12,0,0.641796,0.499984,0.235216,0.022606
13,0,0.646845,0.492518,0.231977,0.018124
14,0,0.649647,0.489757,0.230308,0.017428
15,0,0.652238,0.487186,0.229544,0.017046
16,0,0.654943,0.488572,0.230032,0.012802
