step,moves,tau,entropy,gini,drift
1,562,0.355838,1.111703,0.485191,0.324492
2,34,0.499580,0.932864,0.413346,0.204111
3,4,0.567524,0.799146,0.357228,0.137404
4,3,0.603078,0.711486,0.319997,0.096747
5,2,0.623650,0.665990,0.299980,0.069969
6,2,0.636385,0.634802,0.286804,0.053504
7,3,0.644700,0.615961,0.278729,0.041320
8,1,0.650473,0.606011,0.274303,0.032144
9,1,0.654631,0.593659,0.268714,0.027115
10,0,0.657826,0.586548,0.265448,0.022105
11,0,0.660291,0.581166,0.263112,0.017410
12,0,0.662087,0.575746,0.260782,0.014954
