step,moves,tau,entropy,gini,drift
1,33,0.483505,1.133077,0.495007,0.302494
2,7,0.579162,0.978890,0.433591,0.194928
3,4,0.618257,0.891817,0.398053,0.128515
4,1,0.640751,0.829858,0.371576,0.090695
5,1,0.652906,0.796193,0.356946,0.066899
6,1,0.660323,0.766848,0.343859,0.050647
7,0,0.666005,0.752005,0.337538,0.038484
8,0,0.669492,0.741312,0.332732,0.028943
9,0,0.672037,0.730979,0.328181,0.024114
10,0,0.673927,0.725011,0.325537,0.018682
11,0,0.675261,0.719916,0.323397,0.015344
12,0,0.676311,0.712210,0.320166,0.013368
13,0,0.677106,0.710270,0.319375,0.010420
14,0,0.677698,0.705022,0.317085,0.009178
15,0,0.678294,0.704171,0.316745,0.007170
16,0,0.678723,0.703451,0.316454,0.005402
