step,moves,tau,entropy,gini,drift
1,7,0.491105,1.082381,0.474488,0.294873
2,0,0.590507,0.959584,0.427608,0.188656
3,0,0.623883,0.878366,0.393924,0.128378
4,0,0.642836,0.816642,0.368459,0.085875
5,0,0.653679,0.806874,0.364356,0.061450
6,0,0.659686,0.780355,0.354217,0.046250
7,0,0.663191,0.767467,0.347857,0.032238
8,0,0.665988,0.753664,0.342620,0.025273
9,0,0.668246,0.753601,0.341625,0.018368
10,0,0.669241,0.748841,0.340136,0.017540
11,1,0.670166,0.743649,0.337758,0.015349
12,0,0.671189,0.743649,0.337758,0.010987
13,0,0.671757,0.740970,0.336724,0.006460
14,0,0.672144,0.740970,0.336724,0.005421
15,0,0.672331,0.739419,0.335955,0.005117
16,0,0.672757,0.739419,0.335955,0.006698
