step,moves,tau,entropy,gini,drift
1,3470,0.147700,0.918644,0.407394,0.314217
2,1427,0.329574,0.656560,0.296445,0.233616
3,366,0.459373,0.522703,0.237957,0.159017
4,90,0.533068,0.462739,0.212206,0.113450
5,26,0.573842,0.434068,0.199861,0.089524
6,11,0.601734,0.413895,0.190920,0.068703
7,1,0.621616,0.395663,0.182765,0.055057
8,4,0.636193,0.380089,0.175782,0.044718
9,1,0.646582,0.371089,0.171752,0.036780
10,2,0.654433,0.362228,0.167796,0.030088
11,1,0.660418,0.356845,0.165438,0.024896
12,4,0.664889,0.350881,0.162770,0.022007
