step,moves,tau,entropy,gini,drift
1,372,0.376574,1.042851,0.458670,0.352184
2,70,0.505141,0.797711,0.360442,0.210237
3,37,0.557503,0.604498,0.275547,0.154962
4,40,0.591639,0.496076,0.227007,0.105791
5,31,0.613074,0.440459,0.201810,0.073403
6,28,0.626351,0.409418,0.188101,0.056535
7,28,0.635974,0.388292,0.178901,0.044731
8,23,0.642661,0.371823,0.171484,0.038550
9,19,0.649483,0.356088,0.164297,0.034092
10,12,0.654736,0.342998,0.158442,0.029254
11,20,0.659648,0.324585,0.150078,0.029467
12,12,0.664939,0.312594,0.144740,0.026097
13,19,0.669158,0.299016,0.138404,0.026577
14,12,0.673657,0.287050,0.133022,0.024656
15,17,0.677370,0.276750,0.128349,0.025089
16,17,0.681438,0.265405,0.123092,0.025469
