step,moves,tau,entropy,gini,drift
1,98,0.142739,0.888681,0.397802,0.272152
2,51,0.292092,0.641879,0.289832,0.211400
3,20,0.417000,0.502083,0.228489,0.157464
4,7,0.494701,0.438157,0.201615,0.110962
5,1,0.539765,0.408300,0.188573,0.084099
6,0,0.568693,0.380211,0.176436,0.066716
7,0,0.587633,0.360959,0.167007,0.045385
8,0,0.599648,0.356230,0.164894,0.043398
9,0,0.611928,0.354123,0.164231,0.034244
10,0,0.617645,0.354123,0.164231,0.024473
11,1,0.622677,0.351495,0.163006,0.026424
12,3,0.627256,0.340657,0.157987,0.028413
13,0,0.633727,0.340657,0.157987,0.023639
14,1,0.639640,0.330343,0.153693,0.025120
15,0,0.642026,0.327268,0.152107,0.020392
16,0,0.645452,0.327268,0.152107,0.015694
