step,moves,tau,entropy,gini,drift
1,1199,0.375394,1.040319,0.457853,0.354864
2,293,0.507108,0.784138,0.354543,0.216081
3,113,0.561888,0.581742,0.265402,0.157930
4,122,0.597434,0.469403,0.215439,0.105348
5,105,0.619980,0.415506,0.191176,0.073460
6,82,0.634448,0.381584,0.176002,0.056760
7,68,0.644838,0.359353,0.166010,0.045429
8,67,0.652327,0.341532,0.157854,0.038729
9,56,0.658803,0.325127,0.150542,0.033498
10,60,0.664549,0.312833,0.145002,0.029500
11,46,0.669075,0.302364,0.140278,0.026553
12,64,0.672843,0.290967,0.135102,0.025637
