step,moves,tau,entropy,gini,drift
1,422,0.134133,0.818065,0.368541,0.280112
2,212,0.330935,0.555671,0.255002,0.211383
3,79,0.448322,0.429604,0.197255,0.151468
4,27,0.526002,0.374950,0.172282,0.109562
5,14,0.562840,0.348275,0.160603,0.089436
6,13,0.588602,0.327984,0.151703,0.071422
7,12,0.607037,0.318705,0.147416,0.061090
8,12,0.624572,0.304645,0.140944,0.052013
9,10,0.637509,0.290750,0.134605,0.046598
10,12,0.648937,0.266732,0.123589,0.044741
11,11,0.660243,0.244421,0.113385,0.041451
12,13,0.669605,0.231827,0.107883,0.040459
13,11,0.679363,0.216500,0.100596,0.034867
14,9,0.688851,0.204367,0.095245,0.030818
15,9,0.696896,0.195876,0.091393,0.026247
16,8,0.701772,0.193590,0.090384,0.023229
