step,moves,tau,entropy,gini,drift
1,20,0.486238,1.131085,0.493113,0.294048
2,3,0.578225,0.967359,0.428565,0.194117
3,0,0.616987,0.877307,0.391450,0.127811
4,0,0.638089,0.824172,0.369144,0.089829
5,1,0.650150,0.790011,0.354019,0.066875
6,0,0.657499,0.769496,0.345071,0.048510
7,0,0.662291,0.756167,0.339513,0.036712
8,0,0.665642,0.747015,0.335735,0.027847
9,0,0.667926,0.741071,0.333232,0.020910
10,0,0.669627,0.735511,0.331076,0.016474
11,0,0.670634,0.731437,0.329432,0.014328
12,0,0.671545,0.727880,0.328006,0.012789
13,0,0.672494,0.724109,0.326477,0.012051
14,0,0.673301,0.722242,0.325682,0.010254
15,0,0.673802,0.719237,0.324586,0.010369
16,0,0.674481,0.718091,0.323945,0.008014
