step,moves,tau,entropy,gini,drift
1,320,0.148256,0.975851,0.432259,0.311305
2,113,0.330116,0.723426,0.324552,0.230203
3,18,0.453708,0.590478,0.267851,0.152785
4,1,0.526117,0.510885,0.234931,0.112258
5,2,0.566863,0.494053,0.227664,0.085629
6,0,0.593473,0.478546,0.220977,0.066259
7,0,0.612584,0.449765,0.208190,0.055598
8,1,0.627231,0.436132,0.202313,0.041745
9,0,0.636865,0.424046,0.196593,0.036582
10,0,0.644681,0.410693,0.190675,0.028649
11,0,0.650234,0.403128,0.187382,0.025198
12,1,0.655403,0.396020,0.184065,0.021666
13,0,0.659113,0.392547,0.182249,0.019469
14,0,0.662868,0.386065,0.179177,0.016836
15,0,0.665505,0.385405,0.178773,0.017110
16,0,0.668125,0.379269,0.176016,0.014570
