step,moves,tau,entropy,gini,drift
1,20,0.481660,1.130292,0.493087,0.303611
2,5,0.579222,0.959758,0.425112,0.193581
3,0,0.618832,0.873028,0.388054,0.129146
4,2,0.640145,0.818065,0.365067,0.089248
5,1,0.652096,0.773995,0.346548,0.064172
6,0,0.659965,0.753267,0.337631,0.047176
7,0,0.664631,0.735386,0.330381,0.037026
8,0,0.668064,0.723476,0.325249,0.029952
9,0,0.670399,0.716371,0.322291,0.023321
10,0,0.672057,0.711610,0.320350,0.019344
11,0,0.673414,0.707278,0.318549,0.015776
12,0,0.674672,0.700289,0.315594,0.011773
13,0,0.675384,0.696017,0.313718,0.010635
14,0,0.675822,0.691536,0.311950,0.007686
15,0,0.676329,0.687225,0.310029,0.007748
16,0,0.676873,0.685731,0.309252,0.006931
