step,moves,tau,entropy,gini,drift
1,7,0.488152,1.123300,0.492961,0.288716
2,1,0.577816,0.950793,0.424977,0.196662
3,2,0.620038,0.860657,0.386019,0.127942
4,2,0.640454,0.793780,0.358196,0.092593
5,0,0.652353,0.758939,0.342637,0.065727
6,0,0.660385,0.748505,0.338077,0.045611
7,0,0.665220,0.732936,0.330868,0.036103
8,0,0.668258,0.718222,0.324388,0.027750
9,0,0.670343,0.716436,0.323378,0.022672
10,1,0.672266,0.709668,0.320465,0.019451
11,0,0.673615,0.707212,0.319296,0.015937
12,0,0.674663,0.701132,0.316573,0.012571
13,0,0.675607,0.697262,0.314957,0.011268
14,0,0.676330,0.690634,0.312263,0.009467
15,0,0.676972,0.685544,0.310031,0.007428
16,0,0.677556,0.683952,0.309539,0.005096
