step,moves,tau,entropy,gini,drift
1,1468,0.155449,0.917592,0.405788,0.311590
2,552,0.335990,0.642334,0.289096,0.230615
3,137,0.467503,0.503425,0.229790,0.153524
4,28,0.537213,0.445104,0.204635,0.111834
5,6,0.576633,0.420790,0.193910,0.087646
6,6,0.604060,0.397885,0.183973,0.068094
7,3,0.623945,0.382781,0.177214,0.053464
8,4,0.638311,0.368576,0.170832,0.043951
9,2,0.648224,0.356755,0.165379,0.035514
10,4,0.655765,0.346958,0.160961,0.028447
11,2,0.661404,0.340466,0.157926,0.025151
12,3,0.666138,0.336336,0.155996,0.021426
13,2,0.669780,0.334024,0.154927,0.018755
14,2,0.672743,0.329149,0.152706,0.016874
15,2,0.675181,0.328278,0.152314,0.014602
16,2,0.677299,0.324028,0.150458,0.013858
