step,moves,tau,entropy,gini,drift
1,320,0.147759,0.973692,0.428572,0.311230
2,106,0.324397,0.742923,0.333270,0.226852
3,12,0.454012,0.609348,0.276272,0.147088
4,1,0.523475,0.546577,0.250022,0.110082
5,1,0.563084,0.516138,0.236235,0.085221
6,1,0.588754,0.488489,0.224295,0.070387
7,0,0.609905,0.455835,0.209870,0.056201
8,0,0.624334,0.440159,0.202775,0.042996
9,0,0.634617,0.433530,0.199846,0.034926
10,0,0.642039,0.425569,0.196208,0.030381
11,0,0.647482,0.416720,0.192157,0.025875
12,0,0.652061,0.407423,0.188234,0.023333
13,1,0.656390,0.402395,0.186045,0.019018
14,0,0.659373,0.397486,0.183791,0.017004
15,0,0.661989,0.396604,0.183377,0.015214
16,1,0.664550,0.395009,0.182388,0.013767
