step,moves,tau,entropy,gini,drift
1,209,0.360142,1.108800,0.485855,0.313613
2,14,0.499479,0.944763,0.420290,0.203347
3,2,0.565995,0.833807,0.373305,0.139039
4,1,0.602504,0.755770,0.340456,0.097135
5,0,0.623133,0.700471,0.316423,0.070795
6,0,0.635795,0.669341,0.303161,0.051437
7,1,0.643868,0.646236,0.293220,0.041608
8,1,0.649785,0.631828,0.286920,0.033173
9,0,0.654083,0.619245,0.281477,0.028089
10,0,0.657625,0.611772,0.278121,0.021758
11,0,0.660125,0.604854,0.275154,0.018698
12,0,0.662071,0.599868,0.272914,0.014229
13,0,0.663512,0.596306,0.271354,0.011724
14,0,0.664607,0.594022,0.270269,0.010271
15,0,0.665614,0.589711,0.268317,0.008944
16,0,0.666377,0.588117,0.267574,0.007772
