step,moves,tau,entropy,gini,drift
1,31,0.282853,1.145944,0.504347,0.309177
2,4,0.418872,1.021147,0.455457,0.199932
3,3,0.476926,0.909266,0.409349,0.135884
4,0,0.516725,0.752311,0.339657,0.115820
5,1,0.542749,0.679132,0.309266,0.083362
6,0,0.560903,0.642947,0.292626,0.063306
7,1,0.574345,0.626061,0.285156,0.050143
8,1,0.582762,0.596263,0.272987,0.045565
9,0,0.587642,0.578436,0.265114,0.039234
10,3,0.595717,0.551307,0.252551,0.040944
11,1,0.601830,0.518528,0.238268,0.033055
12,1,0.605419,0.477729,0.220526,0.030798
13,2,0.609580,0.458388,0.211576,0.030656
14,0,0.614227,0.441378,0.204501,0.026104
15,1,0.618610,0.427862,0.198578,0.028213
16,0,0.624044,0.426656,0.198465,0.021239
