step,moves,tau,entropy,gini,drift
1,238,0.357181,1.115005,0.487032,0.318280
2,13,0.498984,0.947646,0.420324,0.203974
3,0,0.566238,0.819061,0.366429,0.138477
4,1,0.602303,0.733568,0.329610,0.099149
5,0,0.623803,0.690449,0.311175,0.070376
6,0,0.637193,0.658324,0.297617,0.054240
7,1,0.645670,0.632928,0.286614,0.041391
8,2,0.651618,0.616553,0.279302,0.033044
9,0,0.655642,0.607760,0.275468,0.025989
10,0,0.658848,0.600155,0.272105,0.022148
11,0,0.661562,0.590480,0.267889,0.018862
12,0,0.663721,0.584149,0.265348,0.015986
13,0,0.665309,0.577007,0.262300,0.013699
14,1,0.666725,0.572314,0.260502,0.011692
15,0,0.668049,0.568146,0.258646,0.010288
16,0,0.669121,0.565624,0.257551,0.008419
