step,moves,tau,entropy,gini,drift
1,1442,0.272149,0.971261,0.430644,0.364061
2,483,0.441684,0.714711,0.323664,0.235640
3,149,0.528412,0.524671,0.239549,0.156298
4,96,0.584035,0.431879,0.198331,0.099264
5,84,0.611260,0.383672,0.176378,0.072489
6,67,0.630580,0.352037,0.162207,0.056806
7,67,0.642982,0.328374,0.151674,0.048807
8,47,0.652237,0.309803,0.143226,0.042935
9,47,0.659634,0.294629,0.136407,0.039741
10,55,0.665678,0.278825,0.129306,0.038883
11,35,0.670952,0.271009,0.125785,0.035617
12,37,0.675744,0.261428,0.121362,0.034009
13,44,0.680185,0.249541,0.115965,0.034065
14,34,0.684518,0.241697,0.112447,0.033065
15,31,0.688580,0.232986,0.108332,0.031458
16,32,0.692255,0.226643,0.105288,0.031842
