step,moves,tau,entropy,gini,drift
1,5317,0.133888,0.823884,0.370806,0.269518
2,3347,0.326688,0.508264,0.233347,0.217621
3,1254,0.456212,0.390840,0.179528,0.155459
4,476,0.532720,0.330879,0.152527,0.114719
5,260,0.569882,0.305147,0.140890,0.092997
6,207,0.596307,0.289197,0.133533,0.074106
7,189,0.617158,0.275108,0.127126,0.063847
8,172,0.633977,0.264869,0.122395,0.055283
9,180,0.647958,0.252881,0.117043,0.049845
10,175,0.660624,0.242757,0.112448,0.044103
11,168,0.671834,0.233092,0.108021,0.039130
12,161,0.682582,0.225757,0.104592,0.032285
