step,moves,tau,entropy,gini,drift
1,5329,0.132784,0.842587,0.378329,0.268556
2,3392,0.322021,0.521373,0.239165,0.219644
3,1303,0.451557,0.397217,0.182335,0.158259
4,458,0.531976,0.334883,0.154294,0.116356
5,282,0.570939,0.307466,0.142005,0.095393
6,204,0.597910,0.285904,0.132127,0.076196
7,196,0.618785,0.269805,0.124831,0.065416
8,175,0.636646,0.256293,0.118652,0.056991
9,174,0.651467,0.243073,0.112620,0.050826
10,167,0.664662,0.232967,0.107999,0.045395
11,169,0.676979,0.223616,0.103672,0.039161
12,164,0.687600,0.214833,0.099629,0.031844
