step,moves,tau,entropy,gini,drift
1,71,0.162015,0.949332,0.421616,0.308420
2,20,0.331944,0.721052,0.327743,0.211013
3,3,0.454699,0.627283,0.287280,0.142068
4,0,0.528753,0.562743,0.260371,0.104447
5,0,0.566424,0.518932,0.241886,0.091846
6,0,0.596577,0.484603,0.227723,0.065565
7,0,0.614731,0.474587,0.222438,0.054579
8,0,0.628108,0.447410,0.209738,0.048546
9,0,0.639016,0.423136,0.199132,0.039110
10,0,0.645205,0.415218,0.196142,0.026926
11,0,0.651201,0.395121,0.186454,0.025533
12,0,0.656867,0.387426,0.182862,0.021653
13,0,0.660873,0.385327,0.181801,0.017915
14,0,0.663135,0.377526,0.177417,0.016832
15,0,0.665472,0.377526,0.177417,0.014519
16,0,0.667685,0.367841,0.173037,0.014045
