step,moves,tau,entropy,gini,drift
1,60,0.378313,1.088611,0.477067,0.333597
2,10,0.501525,0.848761,0.382375,0.207213
3,3,0.552566,0.632016,0.288764,0.162114
4,7,0.588458,0.505021,0.232218,0.111692
5,4,0.611583,0.456248,0.210830,0.070071
6,4,0.623289,0.422256,0.195181,0.052999
7,3,0.633750,0.405542,0.187977,0.040970
8,3,0.639686,0.392590,0.182360,0.035376
9,12,0.643236,0.375226,0.174372,0.033277
10,6,0.649476,0.366903,0.170366,0.030054
11,4,0.654094,0.355084,0.165082,0.025902
12,2,0.658022,0.344008,0.159817,0.021637
13,3,0.661639,0.331647,0.154430,0.022267
14,4,0.664725,0.322766,0.150181,0.023126
15,3,0.667834,0.311871,0.145181,0.022279
16,5,0.671306,0.303264,0.141367,0.021168
