step,moves,tau,entropy,gini,drift
1,169,0.378851,1.040858,0.460317,0.342966
2,32,0.506590,0.791720,0.359254,0.210016
3,27,0.560126,0.578436,0.265494,0.163249
4,22,0.599008,0.458191,0.211720,0.112509
5,27,0.624736,0.405835,0.187477,0.077943
6,11,0.641026,0.371886,0.172420,0.057894
7,18,0.649907,0.347078,0.161379,0.048951
8,11,0.658241,0.329092,0.153245,0.040804
9,17,0.663771,0.312333,0.145355,0.037066
10,14,0.669630,0.291602,0.135629,0.033881
11,12,0.675087,0.271711,0.126608,0.034125
12,12,0.680392,0.254394,0.118927,0.030212
13,11,0.684719,0.243931,0.114176,0.029616
14,13,0.689038,0.232883,0.108958,0.029658
15,9,0.692873,0.220389,0.103199,0.028805
16,8,0.696691,0.212213,0.099451,0.029064
