step,moves,tau,entropy,gini,drift
1,176,0.376118,1.059144,0.466160,0.342820
2,41,0.502882,0.835637,0.376584,0.207797
3,19,0.553478,0.653573,0.297958,0.155568
4,20,0.583344,0.557719,0.255509,0.104142
5,16,0.600097,0.496839,0.227912,0.074819
6,11,0.614589,0.461852,0.212282,0.056972
7,13,0.623487,0.433642,0.199733,0.047804
8,10,0.631036,0.415574,0.191652,0.038324
9,5,0.636515,0.395243,0.182185,0.032625
10,6,0.641590,0.381335,0.176138,0.029740
11,8,0.646212,0.369682,0.171058,0.026428
12,2,0.649917,0.362435,0.167761,0.022694
13,2,0.652780,0.356877,0.165346,0.019077
14,4,0.654648,0.352240,0.163038,0.017645
15,3,0.657005,0.347356,0.160833,0.015609
16,1,0.658544,0.344298,0.159481,0.012556
