step,moves,tau,entropy,gini,drift
1,2170,0.275978,0.968776,0.430095,0.366762
2,654,0.442303,0.702268,0.319179,0.237620
3,223,0.532449,0.524494,0.240572,0.154945
4,117,0.584902,0.436621,0.201443,0.097517
5,96,0.611872,0.395052,0.182756,0.069577
6,91,0.627966,0.367788,0.170373,0.054787
7,86,0.639639,0.342759,0.158881,0.046347
8,78,0.648436,0.323478,0.150206,0.042100
9,65,0.656126,0.309888,0.144070,0.037747
10,67,0.662292,0.298229,0.138829,0.036567
11,56,0.667414,0.286846,0.133598,0.034482
12,55,0.672132,0.279102,0.130000,0.032899
