step,moves,tau,entropy,gini,drift
1,20,0.382987,1.049034,0.459819,0.329166
2,4,0.503911,0.788440,0.351531,0.212973
3,4,0.550452,0.623062,0.280299,0.145158
4,2,0.578566,0.502141,0.227102,0.105483
5,2,0.603607,0.456528,0.207182,0.072032
6,0,0.616077,0.431637,0.196281,0.050192
7,1,0.625257,0.410739,0.186986,0.049922
8,0,0.634268,0.377584,0.172566,0.043270
9,0,0.641645,0.376611,0.171766,0.029410
10,0,0.647139,0.361835,0.165159,0.030132
11,2,0.649732,0.348783,0.159561,0.032132
12,2,0.653202,0.329207,0.152649,0.030267
13,3,0.658389,0.314164,0.145805,0.034580
14,2,0.664532,0.291300,0.135658,0.036579
15,1,0.670908,0.284761,0.132452,0.033839
16,2,0.678471,0.251231,0.118285,0.036189
