step,moves,tau,entropy,gini,drift
1,127,0.485622,1.128317,0.492228,0.301683
2,17,0.578975,0.955410,0.423512,0.191326
3,4,0.618817,0.857893,0.382821,0.126965
4,2,0.640178,0.794815,0.356172,0.089399
5,3,0.652374,0.759460,0.340807,0.064587
6,2,0.659541,0.736519,0.330902,0.047906
7,1,0.664468,0.719934,0.323598,0.036782
8,1,0.667879,0.709296,0.318896,0.028461
9,0,0.670229,0.700564,0.315102,0.021944
10,1,0.671962,0.695903,0.313027,0.017409
11,0,0.673154,0.691277,0.311113,0.013908
12,0,0.674147,0.688150,0.309635,0.011492
