step,moves,tau,entropy,gini,drift
1,99,0.145615,0.770987,0.345916,0.283485
2,50,0.329297,0.525947,0.242372,0.207314
3,22,0.461733,0.373986,0.174145,0.153717
4,13,0.539344,0.305092,0.141842,0.117313
5,6,0.577228,0.252964,0.116694,0.104934
6,5,0.612877,0.223887,0.104760,0.078082
7,5,0.633759,0.219156,0.101912,0.071122
8,7,0.650504,0.191208,0.088693,0.068506
9,7,0.672815,0.192187,0.089414,0.059830
10,6,0.693168,0.171235,0.080083,0.046856
11,5,0.701212,0.167122,0.077938,0.037144
12,5,0.706124,0.152346,0.071535,0.032901
13,6,0.710422,0.155998,0.072677,0.032377
14,5,0.714099,0.143233,0.067145,0.028865
15,7,0.716830,0.148593,0.068982,0.028565
16,5,0.719212,0.129460,0.060745,0.027794
