step,moves,tau,entropy,gini,drift
1,97,0.136209,0.901903,0.407343,0.266779
2,50,0.305544,0.636816,0.292777,0.220049
3,14,0.425589,0.548103,0.252182,0.154540
4,6,0.511024,0.449100,0.208365,0.112041
5,0,0.555217,0.423710,0.196073,0.081484
6,0,0.579048,0.410248,0.190476,0.068257
7,0,0.598762,0.383984,0.177551,0.050676
8,1,0.612589,0.352331,0.162741,0.046090
9,0,0.625559,0.346983,0.160835,0.039860
10,1,0.633349,0.338318,0.157047,0.032850
11,1,0.640967,0.323991,0.150152,0.033028
12,0,0.648706,0.319730,0.148652,0.023653
13,0,0.654079,0.306457,0.143473,0.023340
14,0,0.656391,0.306457,0.143473,0.021843
15,0,0.660921,0.306457,0.143473,0.016246
16,0,0.664707,0.306457,0.143473,0.012907
