step,moves,tau,entropy,gini,drift
1,53,0.362060,1.134951,0.494652,0.315654
2,7,0.503413,0.939882,0.417158,0.203914
3,0,0.572291,0.824431,0.369099,0.139126
4,0,0.609586,0.746730,0.335735,0.097056
5,0,0.629615,0.692683,0.312302,0.068752
6,0,0.641623,0.649682,0.293742,0.055169
7,0,0.649916,0.623202,0.282637,0.041025
8,0,0.654820,0.606364,0.275028,0.034121
9,0,0.659123,0.597600,0.270911,0.025816
10,0,0.662066,0.593466,0.269343,0.021828
11,0,0.664418,0.586792,0.266358,0.016509
12,0,0.666026,0.576364,0.261829,0.013929
13,0,0.667367,0.575268,0.261333,0.012769
14,0,0.668160,0.569058,0.258408,0.011153
15,0,0.669148,0.568097,0.258132,0.008292
16,0,0.669788,0.563669,0.256328,0.009032
