step,moves,tau,entropy,gini,drift
1,61,0.483455,1.133918,0.494327,0.302788
2,6,0.577889,0.965606,0.427333,0.192098
3,5,0.618014,0.863718,0.385110,0.126311
4,1,0.639514,0.802937,0.359432,0.088879
5,0,0.651698,0.766329,0.343871,0.065398
6,0,0.659305,0.747545,0.335695,0.048696
7,0,0.664205,0.731811,0.329135,0.037080
8,0,0.667617,0.719973,0.324003,0.028710
9,0,0.669813,0.709533,0.319311,0.022876
10,0,0.671722,0.706266,0.317905,0.018014
11,0,0.673154,0.701648,0.315799,0.014283
12,0,0.674254,0.696573,0.313343,0.011992
13,0,0.674982,0.693350,0.311981,0.010824
14,0,0.675672,0.691296,0.311063,0.009355
15,0,0.676223,0.689613,0.310325,0.007160
16,0,0.676666,0.687974,0.309676,0.006725
