step,moves,tau,entropy,gini,drift
1,5333,0.130767,0.839796,0.377390,0.268793
2,3361,0.325159,0.522953,0.240025,0.218130
3,1332,0.452503,0.401463,0.184337,0.157977
4,524,0.529571,0.342617,0.157873,0.115979
5,332,0.567994,0.314609,0.145166,0.096114
6,266,0.595432,0.293891,0.135644,0.077252
7,246,0.616421,0.278993,0.128940,0.065354
8,233,0.633353,0.266600,0.123307,0.057016
9,211,0.647295,0.257581,0.119249,0.051336
10,198,0.659936,0.248612,0.115153,0.044473
11,203,0.670849,0.239959,0.111159,0.039324
12,208,0.680922,0.230150,0.106711,0.033512
