step,moves,tau,entropy,gini,drift
1,75,0.485140,1.140693,0.496608,0.302791
2,14,0.579998,0.974089,0.430759,0.191858
3,1,0.619351,0.863606,0.385357,0.127736
4,2,0.641415,0.796651,0.356916,0.089587
5,0,0.653651,0.761772,0.341815,0.065194
6,0,0.661126,0.740555,0.332225,0.047279
7,0,0.665685,0.724425,0.325232,0.035796
8,1,0.669118,0.715804,0.321399,0.028899
9,1,0.671432,0.708318,0.318072,0.021925
10,0,0.673046,0.701371,0.315042,0.017150
11,1,0.674276,0.696064,0.312829,0.014416
12,0,0.675277,0.693202,0.311658,0.011589
