step,moves,tau,entropy,gini,drift
1,44,0.361958,1.140678,0.496340,0.309867
2,4,0.505705,0.957176,0.423448,0.205683
3,1,0.573955,0.808287,0.362025,0.137616
4,0,0.608564,0.717580,0.321053,0.101158
5,0,0.629133,0.668111,0.300168,0.073587
6,0,0.640754,0.632461,0.285948,0.052482
7,0,0.649193,0.612313,0.276683,0.042037
8,0,0.655177,0.597922,0.270257,0.036334
9,0,0.659395,0.582570,0.263609,0.028411
10,0,0.663042,0.565553,0.256062,0.024630
11,0,0.665873,0.554944,0.251171,0.021005
12,0,0.668255,0.547004,0.248044,0.019287
13,0,0.670173,0.530509,0.241513,0.016030
14,0,0.672058,0.523963,0.238442,0.013949
15,0,0.673258,0.523889,0.238417,0.009428
16,0,0.674245,0.521202,0.237431,0.006610
