step,moves,tau,entropy,gini,drift
1,3882,0.133579,0.837241,0.376603,0.270548
2,2444,0.324303,0.515578,0.236772,0.219477
3,907,0.453705,0.397357,0.182593,0.157915
4,307,0.531708,0.340092,0.156664,0.114452
5,201,0.569989,0.310137,0.143053,0.092977
6,134,0.596122,0.290666,0.134231,0.074107
7,119,0.616345,0.276945,0.127982,0.062840
8,107,0.633019,0.266802,0.123346,0.053639
9,104,0.646423,0.258809,0.119675,0.047352
10,103,0.658106,0.247139,0.114274,0.042259
11,107,0.668906,0.237933,0.110142,0.038009
12,103,0.678737,0.228678,0.105889,0.033028
