step,moves,tau,entropy,gini,drift
1,101,0.483544,1.122047,0.489985,0.301719
2,15,0.580487,0.956798,0.424053,0.191425
3,2,0.619355,0.849341,0.379250,0.126300
4,3,0.640257,0.793841,0.355499,0.088314
5,3,0.652418,0.756752,0.339606,0.063752
6,2,0.659604,0.735720,0.330246,0.047955
7,1,0.664357,0.721141,0.323967,0.036323
8,0,0.667543,0.709711,0.318881,0.028183
9,0,0.669925,0.703649,0.316216,0.022237
10,0,0.671661,0.696307,0.313049,0.018087
11,0,0.672925,0.692389,0.311345,0.014466
12,0,0.674041,0.688570,0.309735,0.011967
