step,moves,tau,entropy,gini,drift
1,45,0.287478,0.919743,0.407338,0.344071
2,14,0.437731,0.646824,0.293182,0.224463
3,8,0.522404,0.458444,0.209672,0.155599
4,1,0.586092,0.397906,0.182372,0.093295
5,2,0.613850,0.336447,0.154061,0.070861
6,2,0.638368,0.287254,0.134251,0.056938
7,1,0.650004,0.267741,0.126028,0.051622
8,0,0.661589,0.263074,0.123953,0.042681
9,3,0.669065,0.224844,0.106226,0.054703
10,2,0.677448,0.219800,0.103928,0.051119
11,2,0.687697,0.207537,0.098013,0.054074
12,2,0.693026,0.177855,0.084983,0.048704
13,0,0.697552,0.177855,0.084983,0.045978
14,1,0.703082,0.170995,0.081631,0.041328
15,1,0.708248,0.167060,0.079580,0.040278
16,2,0.712749,0.156366,0.074634,0.040093
