step,moves,tau,entropy,gini,drift
1,868,0.376424,1.023164,0.451692,0.355270
2,206,0.509965,0.761231,0.344730,0.215513
3,115,0.565297,0.557560,0.254942,0.158166
4,99,0.601119,0.447881,0.206002,0.104983
5,80,0.623575,0.401375,0.185035,0.072003
6,74,0.637383,0.368975,0.170478,0.056660
7,64,0.647488,0.342220,0.158282,0.046602
8,51,0.655659,0.324512,0.150342,0.038987
9,50,0.662506,0.309633,0.143513,0.033836
10,39,0.668215,0.298112,0.138488,0.030047
11,44,0.672920,0.286668,0.133243,0.027927
12,36,0.676894,0.276626,0.128721,0.026233
