step,moves,tau,entropy,gini,drift
1,1446,0.276441,0.960951,0.426646,0.363688
2,435,0.445483,0.695691,0.315756,0.234154
3,144,0.532696,0.525147,0.239911,0.150862
4,100,0.584516,0.437180,0.200724,0.096554
5,87,0.611192,0.395893,0.182158,0.070285
6,70,0.627657,0.368429,0.169896,0.055926
7,62,0.639769,0.343069,0.158432,0.047485
8,58,0.648454,0.325279,0.150358,0.042215
9,64,0.655588,0.306928,0.142155,0.040110
10,52,0.661810,0.292809,0.135763,0.037116
11,51,0.667109,0.278121,0.129113,0.036707
12,51,0.671946,0.264754,0.122865,0.037111
13,56,0.677049,0.252810,0.117377,0.036847
14,39,0.681519,0.243615,0.113027,0.035260
15,40,0.686248,0.233482,0.108514,0.035605
16,39,0.690525,0.223627,0.104066,0.034324
